r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV)   Z_eq   M_p* (MeV)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
3.076   1.15170192e+35   0.0581110371   9.23414131e+14   -0.520063015   1.05909065   0.508661995   0   322.194033   0   497.114911   0.0252079708   0.470206783   1159.6717
3.081   1.15106353e+35   0.0583875344   9.2321661e+14   -0.520098136   1.05928642   0.508566441   0   322.233506   0   497.15954   0.0252033218   0.470119599   1159.59337
3.086   1.1504243e+35   0.058664871   9.23018777e+14   -0.520133315   1.05948252   0.508470729   0   322.273055   0   497.204251   0.0251986655   0.470032271   1159.51492
3.091   1.14978424e+35   0.058943048   9.22820633e+14   -0.520168551   1.05967896   0.50837486   0   322.312678   0   497.249042   0.0251940016   0.469944798   1159.43636
3.096   1.14914335e+35   0.0592220664   9.22622177e+14   -0.520203844   1.05987574   0.508278834   0   322.352377   0   497.293915   0.0251893303   0.469857182   1159.35768
3.101   1.14850163e+35   0.059501927   9.22423409e+14   -0.520239194   1.06007286   0.50818265   0   322.39215   0   497.338869   0.0251846515   0.469769421   1159.27889
3.106   1.14785908e+35   0.059782631   9.22224329e+14   -0.520274601   1.06027033   0.508086308   0   322.431999   0   497.383905   0.0251799652   0.469681515   1159.19998
3.111   1.14721571e+35   0.0600641791   9.22024938e+14   -0.520310065   1.06046813   0.507989809   0   322.471923   0   497.429023   0.0251752714   0.469593465   1159.12095
3.116   1.14657151e+35   0.0603465725   9.21825234e+14   -0.520345587   1.06066627   0.507893152   0   322.511922   0   497.474222   0.0251705702   0.469505271   1159.04181
3.121   1.14592648e+35   0.060629812   9.21625218e+14   -0.520381166   1.06086475   0.507796337   0   322.551997   0   497.519503   0.0251658614   0.469416932   1158.96255
3.126   1.14528063e+35   0.0609138987   9.2142489e+14   -0.520416802   1.06106357   0.507699364   0   322.592147   0   497.564866   0.0251611452   0.469328449   1158.88318
3.131   1.14463396e+35   0.0611988335   9.21224249e+14   -0.520452495   1.06126273   0.507602233   0   322.632373   0   497.61031   0.0251564215   0.469239821   1158.80368
3.136   1.14398646e+35   0.0614846174   9.21023297e+14   -0.520488245   1.06146223   0.507504944   0   322.672674   0   497.655837   0.0251516903   0.469151048   1158.72408
3.141   1.14333815e+35   0.0617712513   9.20822031e+14   -0.520524052   1.06166207   0.507407497   0   322.713051   0   497.701445   0.0251469516   0.469062131   1158.64435
3.146   1.14268901e+35   0.0620587361   9.20620453e+14   -0.520559917   1.06186226   0.507309891   0   322.753504   0   497.747136   0.0251422055   0.468973068   1158.56452
3.151   1.14203906e+35   0.0623470729   9.20418563e+14   -0.520595839   1.06206278   0.507212128   0   322.794033   0   497.792909   0.0251374518   0.468883861   1158.48456
3.156   1.14138828e+35   0.0626362626   9.2021636e+14   -0.520631818   1.06226364   0.507114206   0   322.834638   0   497.838764   0.0251326906   0.468794509   1158.40449
3.161   1.14073669e+35   0.0629263061   9.20013844e+14   -0.520667854   1.06246485   0.507016125   0   322.875319   0   497.884701   0.025127922   0.468705011   1158.32431
3.166   1.14008429e+35   0.0632172045   9.19811015e+14   -0.520703947   1.06266639   0.506917887   0   322.916076   0   497.930721   0.0251231458   0.468615369   1158.244
3.171   1.13943107e+35   0.0635089586   9.19607873e+14   -0.520740097   1.06286828   0.506819489   0   322.956909   0   497.976823   0.0251183621   0.468525581   1158.16359
3.176   1.13877703e+35   0.0638015693   9.19404418e+14   -0.520776305   1.0630705   0.506720933   0   322.997818   0   498.023008   0.0251135709   0.468435648   1158.08305
3.181   1.13812218e+35   0.0640950377   9.1920065e+14   -0.52081257   1.06327307   0.506622218   0   323.038804   0   498.069276   0.0251087722   0.468345569   1158.00241
3.186   1.13746652e+35   0.0643893647   9.18996568e+14   -0.520848892   1.06347598   0.506523345   0   323.079867   0   498.115626   0.025103966   0.468255346   1157.92164
3.191   1.13681005e+35   0.0646845512   9.18792173e+14   -0.520885271   1.06367923   0.506424312   0   323.121006   0   498.162059   0.0250991523   0.468164976   1157.84076
3.196   1.13615277e+35   0.0649805981   9.18587465e+14   -0.520921707   1.06388282   0.506325121   0   323.162222   0   498.208575   0.0250943311   0.468074462   1157.75977
3.201   1.13549468e+35   0.0652775064   9.18382443e+14   -0.5209582   1.06408675   0.506225771   0   323.203514   0   498.255174   0.0250895023   0.467983801   1157.67866
3.206   1.13483578e+35   0.0655752771   9.18177108e+14   -0.520994751   1.06429103   0.506126261   0   323.244883   0   498.301855   0.0250846661   0.467892995   1157.59744
3.211   1.13417607e+35   0.065873911   9.17971459e+14   -0.521031358   1.06449564   0.506026593   0   323.286329   0   498.34862   0.0250798223   0.467802043   1157.5161
3.216   1.13351556e+35   0.0661734091   9.17765496e+14   -0.521068023   1.0647006   0.505926765   0   323.327853   0   498.395469   0.025074971   0.467710946   1157.43464
3.221   1.13285424e+35   0.0664737724   9.17559219e+14   -0.521104745   1.0649059   0.505826778   0   323.369453   0   498.4424   0.0250701121   0.467619702   1157.35307
3.226   1.13219212e+35   0.0667750016   9.17352628e+14   -0.521141524   1.06511154   0.505726631   0   323.41113   0   498.489415   0.0250652457   0.467528313   1157.27138
3.231   1.13152919e+35   0.0670770979   9.17145723e+14   -0.521178361   1.06531753   0.505626325   0   323.452885   0   498.536513   0.0250603718   0.467436777   1157.18958
3.236   1.13086546e+35   0.067380062   9.16938503e+14   -0.521215254   1.06552385   0.505525859   0   323.494717   0   498.583695   0.0250554904   0.467345095   1157.10767
3.241   1.13020093e+35   0.067683895   9.1673097e+14   -0.521252205   1.06573052   0.505425234   0   323.536627   0   498.630961   0.0250506014   0.467253267   1157.02564
3.246   1.1295356e+35   0.0679885977   9.16523122e+14   -0.521289213   1.06593753   0.505324449   0   323.578614   0   498.67831   0.0250457049   0.467161293   1156.94349
3.251   1.12886948e+35   0.068294171   9.16314959e+14   -0.521326277   1.06614488   0.505223504   0   323.620679   0   498.725743   0.0250408008   0.467069173   1156.86123
3.256   1.12820255e+35   0.0686006159   9.16106482e+14   -0.5213634   1.06635258   0.505122399   0   323.662821   0   498.773259   0.0250358892   0.466976906   1156.77886
3.261   1.12753483e+35   0.0689079333   9.1589769e+14   -0.521400579   1.06656061   0.505021135   0   323.705042   0   498.82086   0.0250309701   0.466884492   1156.69637
3.266   1.12686631e+35   0.069216124   9.15688583e+14   -0.521437815   1.06676899   0.50491971   0   323.74734   0   498.868545   0.0250260434   0.466791932   1156.61376
3.271   1.12619699e+35   0.0695251891   9.15479161e+14   -0.521475109   1.06697772   0.504818125   0   323.789716   0   498.916314   0.0250211091   0.466699226   1156.53105
3.276   1.12552688e+35   0.0698351294   9.15269424e+14   -0.521512459   1.06718678   0.50471638   0   323.832171   0   498.964167   0.0250161673   0.466606372   1156.44821
3.281   1.12485598e+35   0.0701459458   9.15059372e+14   -0.521549867   1.06739619   0.504614475   0   323.874703   0   499.012104   0.025011218   0.466513372   1156.36527
3.286   1.12418429e+35   0.0704576391   9.14849005e+14   -0.521587332   1.06760594   0.504512409   0   323.917314   0   499.060126   0.0250062611   0.466420225   1156.2822
3.291   1.1235118e+35   0.0707702105   9.14638322e+14   -0.521624854   1.06781604   0.504410183   0   323.960003   0   499.108232   0.0250012966   0.466326931   1156.19903
3.296   1.12283853e+35   0.0710836606   9.14427324e+14   -0.521662433   1.06802647   0.504307796   0   324.002771   0   499.156422   0.0249963245   0.46623349   1156.11574
3.301   1.12216447e+35   0.0713979904   9.1421601e+14   -0.52170007   1.06823725   0.504205248   0   324.045617   0   499.204697   0.0249913449   0.466139902   1156.03233
3.306   1.12148961e+35   0.0717132008   9.14004381e+14   -0.521737763   1.06844838   0.50410254   0   324.088542   0   499.253057   0.0249863577   0.466046167   1155.94881
3.311   1.12081398e+35   0.0720292928   9.13792435e+14   -0.521775514   1.06865984   0.503999671   0   324.131545   0   499.301502   0.024981363   0.465952284   1155.86518
3.316   1.12013755e+35   0.0723462671   9.13580174e+14   -0.521813322   1.06887166   0.503896642   0   324.174627   0   499.350032   0.0249763607   0.465858254   1155.78143
3.321   1.11946034e+35   0.0726641247   9.13367597e+14   -0.521851187   1.06908381   0.503793451   0   324.217789   0   499.398646   0.0249713507   0.465764077   1155.69757
3.326   1.11878235e+35   0.0729828664   9.13154703e+14   -0.521889109   1.06929631   0.503690099   0   324.261029   0   499.447346   0.0249663333   0.465669752   1155.61359
3.331   1.11810358e+35   0.0733024932   9.12941494e+14   -0.521927088   1.06950915   0.503586586   0   324.304349   0   499.496131   0.0249613082   0.46557528   1155.5295
3.336   1.11742402e+35   0.073623006   9.12727968e+14   -0.521965124   1.06972234   0.503482912   0   324.347747   0   499.545   0.0249562755   0.465480659   1155.4453
3.341   1.11674368e+35   0.0739444055   9.12514125e+14   -0.522003218   1.06993586   0.503379076   0   324.391225   0   499.593956   0.0249512353   0.465385892   1155.36098
3.346   1.11606256e+35   0.0742666928   9.12299966e+14   -0.522041368   1.07014974   0.503275079   0   324.434783   0   499.642996   0.0249461875   0.465290976   1155.27655
3.351   1.11538067e+35   0.0745898686   9.1208549e+14   -0.522079576   1.07036396   0.503170921   0   324.47842   0   499.692123   0.024941132   0.465195912   1155.192
3.356   1.114698e+35   0.0749139338   9.11870697e+14   -0.522117841   1.07057852   0.5030666   0   324.522136   0   499.741334   0.024936069   0.465100701   1155.10734
3.361   1.11401455e+35   0.0752388894   9.11655587e+14   -0.522156163   1.07079342   0.502962119   0   324.565932   0   499.790632   0.0249309984   0.465005341   1155.02257
3.366   1.11333032e+35   0.0755647361   9.1144016e+14   -0.522194542   1.07100867   0.502857475   0   324.609808   0   499.840015   0.0249259202   0.464909833   1154.93768
3.371   1.11264532e+35   0.0758914749   9.11224416e+14   -0.522232979   1.07122427   0.50275267   0   324.653764   0   499.889484   0.0249208343   0.464814177   1154.85268
3.376   1.11195955e+35   0.0762191066   9.11008355e+14   -0.522271472   1.07144021   0.502647702   0   324.6978   0   499.939039   0.0249157409   0.464718373   1154.76757
3.381   1.111273e+35   0.0765476321   9.10791976e+14   -0.522310023   1.07165649   0.502542573   0   324.741916   0   499.98868   0.0249106399   0.46462242   1154.68234
3.386   1.11058569e+35   0.0768770523   9.10575279e+14   -0.52234863   1.07187312   0.502437281   0   324.786112   0   500.038407   0.0249055312   0.464526319   1154.597
3.391   1.1098976e+35   0.077207368   9.10358265e+14   -0.522387295   1.0720901   0.502331827   0   324.830389   0   500.08822   0.0249004149   0.464430069   1154.51155
3.396   1.10920874e+35   0.07753858   9.10140933e+14   -0.522426017   1.07230741   0.502226211   0   324.874745   0   500.13812   0.024895291   0.464333671   1154.42598
3.401   1.10851912e+35   0.0778706893   9.09923283e+14   -0.522464796   1.07252508   0.502120433   0   324.919183   0   500.188106   0.0248901595   0.464237123   1154.3403
3.406   1.10782873e+35   0.0782036967   9.09705314e+14   -0.522503632   1.07274309   0.502014491   0   324.963701   0   500.238179   0.0248850204   0.464140427   1154.2545
3.411   1.10713757e+35   0.078537603   9.09487028e+14   -0.522542525   1.07296144   0.501908388   0   325.008299   0   500.288338   0.0248798736   0.464043582   1154.1686
3.416   1.10644565e+35   0.0788724091   9.09268423e+14   -0.522581476   1.07318014   0.501802121   0   325.052979   0   500.338584   0.0248747192   0.463946588   1154.08258
3.421   1.10575297e+35   0.0792081159   9.090495e+14   -0.522620483   1.07339918   0.501695692   0   325.097739   0   500.388916   0.0248695572   0.463849445   1153.99644
3.426   1.10505952e+35   0.0795447241   9.08830258e+14   -0.522659548   1.07361857   0.5015891   0   325.142581   0   500.439336   0.0248643875   0.463752153   1153.9102
3.431   1.10436531e+35   0.0798822347   9.08610697e+14   -0.52269867   1.07383831   0.501482345   0   325.187503   0   500.489842   0.0248592102   0.463654711   1153.82384
3.436   1.10367034e+35   0.0802206485   9.08390818e+14   -0.522737849   1.07405839   0.501375426   0   325.232507   0   500.540436   0.0248540252   0.46355712   1153.73736
3.441   1.10297461e+35   0.0805599663   9.08170619e+14   -0.522777085   1.07427882   0.501268345   0   325.277592   0   500.591117   0.0248488326   0.46345938   1153.65078
3.446   1.10227812e+35   0.080900189   9.07950102e+14   -0.522816378   1.07449959   0.5011611   0   325.322758   0   500.641885   0.0248436324   0.46336149   1153.56408
3.451   1.10158087e+35   0.0812413174   9.07729265e+14   -0.522855728   1.07472071   0.501053692   0   325.368006   0   500.69274   0.0248384245   0.46326345   1153.47727
3.456   1.10088287e+35   0.0815833523   9.07508109e+14   -0.522895135   1.07494217   0.50094612   0   325.413335   0   500.743683   0.0248332089   0.463165261   1153.39034
3.461   1.10018411e+35   0.0819262945   9.07286633e+14   -0.5229346   1.07516398   0.500838385   0   325.458747   0   500.794713   0.0248279857   0.463066922   1153.30331
3.466   1.0994846e+35   0.082270145   9.07064837e+14   -0.522974121   1.07538614   0.500730486   0   325.50424   0   500.845831   0.0248227549   0.462968433   1153.21616
3.471   1.09878433e+35   0.0826149045   9.06842722e+14   -0.5230137   1.07560864   0.500622424   0   325.549815   0   500.897037   0.0248175163   0.462869794   1153.1289
3.476   1.09808331e+35   0.0829605739   9.06620286e+14   -0.523053336   1.07583149   0.500514197   0   325.595472   0   500.94833   0.0248122701   0.462771004   1153.04152
3.481   1.09738154e+35   0.0833071539   9.06397531e+14   -0.523093029   1.07605469   0.500405806   0   325.641211   0   500.999712   0.0248070163   0.462672065   1152.95404
3.486   1.09667902e+35   0.0836546454   9.06174455e+14   -0.523132778   1.07627823   0.500297252   0   325.687033   0   501.051181   0.0248017547   0.462572975   1152.86644
3.491   1.09597576e+35   0.0840030493   9.05951059e+14   -0.523172586   1.07650212   0.500188533   0   325.732937   0   501.102739   0.0247964855   0.462473735   1152.77873
3.496   1.09527174e+35   0.0843523663   9.05727342e+14   -0.52321245   1.07672635   0.50007965   0   325.778923   0   501.154385   0.0247912086   0.462374345   1152.6909
3.501   1.09456698e+35   0.0847025972   9.05503305e+14   -0.523252371   1.07695093   0.499970602   0   325.824992   0   501.206119   0.024785924   0.462274804   1152.60297
3.506   1.09386147e+35   0.0850537429   9.05278947e+14   -0.523292349   1.07717586   0.49986139   0   325.871143   0   501.257941   0.0247806317   0.462175112   1152.51492
3.511   1.09315522e+35   0.0854058042   9.05054268e+14   -0.523332385   1.07740114   0.499752014   0   325.917378   0   501.309853   0.0247753318   0.46207527   1152.42676
3.516   1.09244822e+35   0.0857587819   9.04829268e+14   -0.523372477   1.07762676   0.499642472   0   325.963695   0   501.361852   0.0247700241   0.461975277   1152.33849
3.521   1.09174048e+35   0.0861126768   9.04603946e+14   -0.523412627   1.07785273   0.499532766   0   326.010095   0   501.413941   0.0247647087   0.461875133   1152.2501
3.526   1.091032e+35   0.0864674897   9.04378304e+14   -0.523452834   1.07807905   0.499422895   0   326.056579   0   501.466118   0.0247593857   0.461774837   1152.1616
