r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV)   Z_eq   M_p* (MeV)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
9.466   1.10418769e+34   1.14228904   3.9991379e+14   -0.608069561   1.55373072   0.233134454   0   498.439717   0   670.213974   0.0116444838   0.218361383   991.818144
9.471   1.09846601e+34   1.14342034   3.99215835e+14   -0.608163619   1.55412824   0.232739589   0   498.830414   0   670.549238   0.0116234876   0.218001024   991.665173
9.476   1.09275539e+34   1.14455083   3.98516288e+14   -0.608257685   1.55452494   0.232343766   0   499.222674   0   670.885657   0.0116024315   0.217639793   991.51223
9.481   1.08705585e+34   1.1456805   3.97815109e+14   -0.608351761   1.5549208   0.23194696   0   499.616525   0   671.223255   0.0115813139   0.217277669   991.359315
9.486   1.08136742e+34   1.14680935   3.97112257e+14   -0.608445845   1.55531583   0.231549148   0   500.011996   0   671.562054   0.0115601335   0.216914631   991.206427
9.491   1.0756901e+34   1.14793738   3.96407691e+14   -0.608539937   1.55571002   0.231150307   0   500.409116   0   671.902076   0.0115388887   0.216550658   991.053565
9.496   1.07002392e+34   1.14906456   3.95701372e+14   -0.608634038   1.55610337   0.230750415   0   500.807914   0   672.243346   0.0115175783   0.216185731   990.900727
9.501   1.06436889e+34   1.15019091   3.94993261e+14   -0.608728146   1.55649586   0.230349451   0   501.208418   0   672.585885   0.0114962008   0.215819828   990.747914
9.506   1.05872504e+34   1.15131641   3.94283321e+14   -0.608822263   1.55688751   0.229947391   0   501.610655   0   672.929715   0.0114747548   0.215452932   990.595124
9.511   1.05309239e+34   1.15244105   3.93571515e+14   -0.608916387   1.55727829   0.229544216   0   502.014655   0   673.274859   0.011453239   0.215085022   990.442356
9.516   1.04747095e+34   1.15356484   3.92857806e+14   -0.609010519   1.55766821   0.229139905   0   502.420444   0   673.621337   0.0114316522   0.21471608   990.289609
9.521   1.04186074e+34   1.15468775   3.92142158e+14   -0.609104659   1.55805727   0.228734436   0   502.828051   0   673.969171   0.0114099929   0.214346088   990.136882
9.526   1.03626179e+34   1.15580979   3.91424535e+14   -0.609198805   1.55844545   0.22832779   0   503.237502   0   674.318383   0.0113882599   0.213975028   989.984175
9.531   1.0306741e+34   1.15693096   3.90704904e+14   -0.609292959   1.55883275   0.227919947   0   503.648824   0   674.668993   0.0113664519   0.213602881   989.831486
9.536   1.02509771e+34   1.15805123   3.89983232e+14   -0.609387121   1.55921917   0.227510888   0   504.062045   0   675.021022   0.0113445676   0.213229632   989.678814
9.541   1.01953262e+34   1.15917061   3.89259484e+14   -0.609481289   1.55960471   0.227100594   0   504.477191   0   675.374491   0.0113226059   0.212855261   989.526157
9.546   1.01397886e+34   1.16028909   3.88533628e+14   -0.609575464   1.55998935   0.226689047   0   504.894288   0   675.729419   0.0113005655   0.212479754   989.373516
9.551   1.00843645e+34   1.16140667   3.87805633e+14   -0.609669645   1.5603731   0.226276228   0   505.313363   0   676.085828   0.0112784451   0.212103094   989.220888
9.556   1.0029054e+34   1.16252333   3.87075468e+14   -0.609763833   1.56075595   0.22586212   0   505.734442   0   676.443735   0.0112562436   0.211725264   989.068273
9.561   9.97385729e+33   1.16363907   3.86343102e+14   -0.609858027   1.5611379   0.225446705   0   506.15755   0   676.803162   0.0112339599   0.21134625   988.915668
9.566   9.91877463e+33   1.16475388   3.85608507e+14   -0.609952228   1.56151893   0.225029966   0   506.582714   0   677.164128   0.0112115927   0.210966036   988.763074
9.571   9.86380617e+33   1.16586777   3.84871652e+14   -0.610046434   1.56189905   0.224611887   0   507.009958   0   677.52665   0.011189141   0.210584606   988.610488
9.576   9.80895208e+33   1.16698071   3.8413251e+14   -0.610140647   1.56227825   0.224192451   0   507.439307   0   677.890749   0.0111666036   0.210201948   988.457909
9.581   9.75421254e+33   1.16809271   3.83391052e+14   -0.610234865   1.56265652   0.223771643   0   507.870788   0   678.256443   0.0111439794   0.209818046   988.305336
9.586   9.69958774e+33   1.16920375   3.82647253e+14   -0.610329089   1.56303387   0.223349446   0   508.304424   0   678.62375   0.0111212674   0.209432886   988.152767
9.591   9.64507787e+33   1.17031384   3.81901086e+14   -0.610423318   1.56341028   0.222925847   0   508.74024   0   678.992688   0.0110984664   0.209046456   988.000201
9.596   9.59068311e+33   1.17142296   3.81152525e+14   -0.610517552   1.56378576   0.22250083   0   509.17826   0   679.363275   0.0110755754   0.208658741   987.847636
9.601   9.53640362e+33   1.1725311   3.80401545e+14   -0.610611792   1.56416029   0.222074381   0   509.618508   0   679.735529   0.0110525935   0.20826973   987.695071
9.606   9.48223957e+33   1.17363827   3.79648121e+14   -0.610706036   1.56453388   0.221646486   0   510.061009   0   680.109467   0.0110295195   0.207879409   987.542504
9.611   9.42819114e+33   1.17474445   3.78892231e+14   -0.610800286   1.56490651   0.221217131   0   510.505786   0   680.485107   0.0110063525   0.207487767   987.389934
9.616   9.37425854e+33   1.17584965   3.78133851e+14   -0.61089454   1.56527819   0.220786302   0   510.952862   0   680.862464   0.0109830914   0.207094791   987.237358
9.621   9.32044199e+33   1.17695384   3.77372959e+14   -0.610988798   1.5656489   0.220353989   0   511.402261   0   681.241556   0.0109597355   0.206700471   987.084775
9.626   9.26674166e+33   1.17805702   3.76609614e+14   -0.611083061   1.56601865   0.219920222   0   511.853959   0   681.622359   0.0109362864   0.206304835   986.932185
9.631   9.21315773e+33   1.17915919   3.75846798e+14   -0.611177329   1.56638742   0.219486687   0   512.306217   0   682.003377   0.0109128461   0.205909406   986.779634
9.636   9.15969039e+33   1.18026034   3.75085926e+14   -0.6112716   1.56675522   0.219054183   0   512.758207   0   682.383897   0.0108894633   0.205514902   986.627143
9.641   9.10633988e+33   1.18136046   3.74326839e+14   -0.611365875   1.56712204   0.218622621   0   513.210016   0   682.763995   0.0108661326   0.205121244   986.474713
9.646   9.05310645e+33   1.18245955   3.73569384e+14   -0.611460154   1.56748786   0.218191915   0   513.661733   0   683.143746   0.0108428489   0.204728352   986.322343
9.651   8.9999904e+33   1.18355758   3.72813408e+14   -0.611554436   1.56785269   0.217761978   0   514.113446   0   683.523225   0.0108196072   0.204336151   986.170032
9.656   8.94699196e+33   1.18465457   3.72058763e+14   -0.611648722   1.56821652   0.217332726   0   514.56524   0   683.902504   0.0107964024   0.203944561   986.017781
9.661   8.89411138e+33   1.18575049   3.71305298e+14   -0.611743011   1.56857935   0.216904076   0   515.017203   0   684.281659   0.0107732296   0.203553508   985.865589
9.666   8.8413489e+33   1.18684534   3.70552869e+14   -0.611837304   1.56894116   0.216475944   0   515.469421   0   684.66076   0.0107500839   0.203162916   985.713454
9.671   8.78870478e+33   1.18793911   3.6980133e+14   -0.611931599   1.56930195   0.21604825   0   515.921977   0   685.039881   0.0107269604   0.202772711   985.561377
9.676   8.73617927e+33   1.1890318   3.69050541e+14   -0.612025897   1.56966171   0.215620913   0   516.374958   0   685.419091   0.0107038546   0.202382821   985.409358
9.681   8.68377263e+33   1.19012338   3.6830036e+14   -0.612120198   1.57002045   0.215193853   0   516.828447   0   685.798462   0.0106807615   0.201993174   985.257396
9.686   8.63148509e+33   1.19121387   3.67550651e+14   -0.612214501   1.57037814   0.214766993   0   517.282528   0   686.178064   0.0106576768   0.201603699   985.10549
9.691   8.57931689e+33   1.19230324   3.66801276e+14   -0.612308807   1.5707348   0.214340255   0   517.737284   0   686.557965   0.0106345957   0.201214325   984.953641
9.696   8.5272683e+33   1.19339148   3.66052103e+14   -0.612403115   1.5710904   0.213913564   0   518.192796   0   686.938233   0.0106115138   0.200824984   984.801848
9.701   8.47533956e+33   1.1944786   3.65302999e+14   -0.612497424   1.57144495   0.213486844   0   518.649148   0   687.318937   0.0105884267   0.200435608   984.65011
9.706   8.42353093e+33   1.19556458   3.64553834e+14   -0.612591736   1.57179843   0.213060023   0   519.106419   0   687.700143   0.01056533   0.200046131   984.498428
9.711   8.37184264e+33   1.19664941   3.63804481e+14   -0.612686049   1.57215085   0.212633027   0   519.564691   0   688.081919   0.0105422194   0.199656485   984.3468
9.716   8.32027493e+33   1.19773309   3.63054813e+14   -0.612780364   1.5725022   0.212205785   0   520.024043   0   688.464328   0.0105190906   0.199266606   984.195228
9.721   8.26882806e+33   1.1988156   3.62304707e+14   -0.61287468   1.57285246   0.211778227   0   520.484555   0   688.847437   0.0104959394   0.19887643   984.043709
9.726   8.21750228e+33   1.19989694   3.61554041e+14   -0.612968998   1.57320164   0.211350283   0   520.946306   0   689.231309   0.0104727618   0.198485894   983.892245
9.731   8.16629785e+33   1.20097709   3.60802696e+14   -0.613063316   1.57354973   0.210921885   0   521.409372   0   689.616007   0.0104495536   0.198094936   983.740834
9.736   8.11521498e+33   1.20205605   3.60050552e+14   -0.613157636   1.57389672   0.210492966   0   521.873833   0   690.001596   0.0104263109   0.197703496   983.589476
9.741   8.06425393e+33   1.20313382   3.59297495e+14   -0.613251956   1.5742426   0.21006346   0   522.339764   0   690.388135   0.0104030296   0.197311512   983.438172
9.746   8.01341495e+33   1.20421038   3.58543411e+14   -0.613346276   1.57458738   0.209633302   0   522.807242   0   690.775688   0.0103797059   0.196918927   983.28692
9.751   7.96269827e+33   1.20528572   3.57788187e+14   -0.613440597   1.57493103   0.209202427   0   523.276342   0   691.164315   0.0103563359   0.196525682   983.13572
9.756   7.91210417e+33   1.20635983   3.57031714e+14   -0.613534918   1.57527356   0.208770774   0   523.747139   0   691.554075   0.0103329158   0.196131719   982.984572
9.761   7.86163286e+33   1.20743271   3.56273883e+14   -0.61362924   1.57561497   0.208338281   0   524.219707   0   691.945027   0.0103094418   0.195736984   982.833475
9.766   7.81128458e+33   1.20850435   3.55514589e+14   -0.613723561   1.57595524   0.207904887   0   524.69412   0   692.337231   0.0102859104   0.19534142   982.68243
9.771   7.76105958e+33   1.20957473   3.54753727e+14   -0.613817881   1.57629436   0.207470532   0   525.170451   0   692.730743   0.0102623178   0.194944974   982.531434
9.776   7.71095811e+33   1.21064385   3.53991196e+14   -0.613912202   1.57663234   0.207035157   0   525.648772   0   693.125622   0.0102386604   0.194547592   982.380489
9.781   7.66098041e+33   1.21171171   3.53226894e+14   -0.614006521   1.57696916   0.206598707   0   526.129154   0   693.521922   0.0102149349   0.194149223   982.229594
9.786   7.61112672e+33   1.21277828   3.52460724e+14   -0.61410084   1.57730483   0.206161123   0   526.611669   0   693.919701   0.0101911375   0.193749815   982.078747
9.791   7.56139726e+33   1.21384357   3.51692589e+14   -0.614195158   1.57763932   0.205722352   0   527.096387   0   694.319012   0.0101672651   0.193349318   981.927949
9.796   7.51179229e+33   1.21490756   3.50922395e+14   -0.614289475   1.57797265   0.205282338   0   527.583377   0   694.71991   0.010143314   0.192947683   981.777199
9.801   7.46231204e+33   1.21597025   3.50150049e+14   -0.61438379   1.57830479   0.204841029   0   528.072709   0   695.122449   0.0101192812   0.192544861   981.626497
9.806   7.41295676e+33   1.21703162   3.49375461e+14   -0.614478104   1.57863575   0.204398372   0   528.56445   0   695.526681   0.0100951632   0.192140805   981.475841
9.811   7.36372667e+33   1.21809167   3.48598541e+14   -0.614572417   1.57896552   0.203954317   0   529.058669   0   695.932658   0.0100709568   0.191735468   981.325232
9.816   7.31462201e+33   1.21915038   3.47819202e+14   -0.614666727   1.57929409   0.203508812   0   529.555432   0   696.340432   0.0100466589   0.191328806   981.174668
9.821   7.26564301e+33   1.22020776   3.47037361e+14   -0.614761036   1.57962145   0.203061811   0   530.054805   0   696.750053   0.0100222664   0.190920773   981.024148
9.826   7.21678993e+33   1.22126379   3.46252932e+14   -0.614855342   1.57994761   0.202613264   0   530.556856   0   697.161571   0.00999777614   0.190511327   980.873673
9.831   7.16806298e+33   1.22231845   3.45465836e+14   -0.614949646   1.58027255   0.202163124   0   531.061647   0   697.575035   0.00997318513   0.190100424   980.723242
9.836   7.11946239e+33   1.22337175   3.44675993e+14   -0.615043947   1.58059626   0.201711347   0   531.569244   0   697.990494   0.00994849038   0.189688023   980.572853
9.841   7.07098839e+33   1.22442367   3.43883324e+14   -0.615138246   1.58091875   0.201257886   0   532.079711   0   698.407996   0.00992368896   0.189274084   980.422506
9.846   7.02264122e+33   1.22547421   3.43087754e+14   -0.615232542   1.58124   0.200802699   0   532.59311   0   698.827587   0.009898778   0.188858565   980.272199
9.851   6.97442111e+33   1.22652335   3.4228921e+14   -0.615326834   1.58156001   0.200345742   0   533.109504   0   699.249314   0.00987375465   0.18844143   980.121933
9.856   6.92632829e+33   1.22757109   3.41487619e+14   -0.615421124   1.58187877   0.199886975   0   533.628954   0   699.673222   0.00984861612   0.188022639   979.971706
9.861   6.87836298e+33   1.22861741   3.4068291e+14   -0.61551541   1.58219627   0.199426355   0   534.151522   0   700.099358   0.00982335968   0.187602156   979.821517
9.866   6.8305254e+33   1.22966231   3.39875015e+14   -0.615609693   1.58251252   0.198963843   0   534.677267   0   700.527764   0.00979798261   0.187179944   979.671366
9.871   6.78281578e+33   1.23070578   3.39063868e+14   -0.615703971   1.5828275   0.198499401   0   535.206251   0   700.958484   0.00977248228   0.186755969   979.52125
9.876   6.73523436e+33   1.23174781   3.38249403e+14   -0.615798246   1.5831412   0.198032991   0   535.738531   0   701.391561   0.00974685608   0.186330197   979.37117
9.881   6.68778134e+33   1.2327884   3.37431558e+14   -0.615892517   1.58345363   0.197564577   0   536.274166   0   701.827038   0.00972110144   0.185902593   979.221124
9.886   6.64045694e+33   1.23382752   3.36610269e+14   -0.615986783   1.58376477   0.197094122   0   536.813215   0   702.264955   0.00969521586   0.185473126   979.07111
9.891   6.59326139e+33   1.23486518   3.3578548e+14   -0.616081045   1.58407462   0.196621591   0   537.355733   0   702.705354   0.00966919686   0.185041764   978.921128
9.896   6.54619491e+33   1.23590136   3.3495713e+14   -0.616175302   1.58438317   0.196146952   0   537.901778   0   703.148274   0.00964304202   0.184608477   978.771177
9.901   6.49925771e+33   1.23693605   3.34125164e+14   -0.616269555   1.58469042   0.195670172   0   538.451405   0   703.593755   0.00961674896   0.184173234   978.621254
9.906   6.45245e+33   1.23796926   3.33289528e+14   -0.616363802   1.58499636   0.195191218   0   539.00467   0   704.041835   0.00959031535   0.183736008   978.47136
9.911   6.405772e+33   1.23900096   3.32450168e+14   -0.616458044   1.58530098   0.194710059   0   539.561627   0   704.492552   0.00956373889   0.183296769   978.321491
9.916   6.35922393e+33   1.24003114   3.31607034e+14   -0.616552281   1.58560428   0.194226667   0   540.122329   0   704.945944   0.00953701735   0.182855491   978.171648
9.921   6.31280599e+33   1.24105981   3.30760076e+14   -0.616646512   1.58590624   0.193741012   0   540.686831   0   705.402047   0.00951014852   0.182412149   978.021828
9.926   6.26651839e+33   1.24208694   3.29909247e+14   -0.616740738   1.58620688   0.193253067   0   541.255185   0   705.860897   0.00948313023   0.181966715   977.87203
9.931   6.22036133e+33   1.24311254   3.29054501e+14   -0.616834957   1.58650617   0.192762803   0   541.827442   0   706.322529   0.00945596039   0.181519167   977.722252
9.936   6.17433502e+33   1.24413659   3.28195793e+14   -0.61692917   1.58680412   0.192270196   0   542.403654   0   706.786978   0.00942863691   0.18106948   977.572492
9.941   6.12843966e+33   1.24515908   3.2733308e+14   -0.617023377   1.58710071   0.19177522   0   542.983873   0   707.254277   0.00940115776   0.180617632   977.42275
9.946   6.08267541e+33   1.24618   3.26466322e+14   -0.617117578   1.58739595   0.191277851   0   543.568147   0   707.72446   0.00937352095   0.1801636   977.273022
9.951   6.03704251e+33   1.24719935   3.25595478e+14   -0.617211772   1.58768982   0.190778065   0   544.156527   0   708.197559   0.00934572456   0.179707364   977.123308
9.956   5.9915412e+33   1.24821712   3.24720513e+14   -0.617305959   1.58798232   0.190275842   0   544.74906   0   708.673606   0.00931776671   0.179248904   976.973604
9.961   5.94617174e+33   1.24923329   3.23842287e+14   -0.617400139   1.58827344   0.189771672   0   545.345188   0   709.15214   0.00928967805   0.178788667   976.823923
9.966   5.90093432e+33   1.25024786   3.22967183e+14   -0.617494311   1.58856317   0.189269204   0   545.940617   0   709.629682   0.0092616893   0.178329968   976.674348
9.971   5.85582922e+33   1.25126081   3.22096151e+14   -0.617588476   1.58885151   0.188768983   0   546.53469   0   710.105704   0.0092338352   0.177873299   976.524893
9.976   5.81085678e+33   1.25227213   3.21228824e+14   -0.617682634   1.58913845   0.188270799   0   547.127646   0   710.580397   0.00920610282   0.177418472   976.375557
9.981   5.76601742e+33   1.25328181   3.2036484e+14   -0.617776784   1.58942398   0.187774447   0   547.719717   0   711.053952   0.00917847953   0.176965297   976.226337
9.986   5.72131147e+33   1.25428984   3.19503845e+14   -0.617870925   1.58970809   0.187279724   0   548.311136   0   711.526555   0.0091509529   0.17651359   976.07723
9.991   5.67673928e+33   1.2552962   3.1864549e+14   -0.617965059   1.58999077   0.186786432   0   548.902132   0   711.998392   0.00912351073   0.176063169   975.928236
9.996   5.63230121e+33   1.25630089   3.17789433e+14   -0.618059184   1.59027201   0.186294375   0   549.492935   0   712.469646   0.00909614107   0.175613857   975.779351
10.001   5.58799761e+33   1.25730388   3.16935337e+14   -0.618153301   1.59055181   0.185803361   0   550.08377   0   712.940498   0.00906883221   0.175165477   975.630574
10.006   5.54382884e+33   1.25830516   3.16082874e+14   -0.618247408   1.59083015   0.185313202   0   550.67486   0   713.411125   0.00904157264   0.174717858   975.481903
10.011   5.49979523e+33   1.25930473   3.15231719e+14   -0.618341507   1.59110703   0.184823712   0   551.266427   0   713.881703   0.00901435106   0.17427083   975.333337
10.016   5.45589714e+33   1.26030257   3.14381555e+14   -0.618435597   1.59138244   0.184334711   0   551.85869   0   714.352405   0.00898715641   0.173824227   975.184875
10.021   5.41213493e+33   1.26129866   3.13532072e+14   -0.618529677   1.59165636   0.18384602   0   552.451867   0   714.823403   0.00895997784   0.173377887   975.036514
10.026   5.36850894e+33   1.26229299   3.12682964e+14   -0.618623748   1.59192879   0.183357465   0   553.04617   0   715.294865   0.00893280469   0.17293165   974.888254
10.031   5.32501952e+33   1.26328556   3.11833933e+14   -0.618717809   1.59219973   0.182868874   0   553.641814   0   715.766955   0.0089056265   0.172485359   974.740093
10.036   5.28166703e+33   1.26427634   3.10984685e+14   -0.61881186   1.59246915   0.18238008   0   554.239008   0   716.239839   0.00887843303   0.172038861   974.59203
10.041   5.23845181e+33   1.26526533   3.10134936e+14   -0.6189059   1.59273706   0.181890918   0   554.837959   0   716.713676   0.00885121423   0.171592006   974.444063
10.046   5.19537421e+33   1.2662525   3.09284404e+14   -0.618999931   1.59300344   0.181401227   0   555.438873   0   717.188625   0.00882396021   0.171144646   974.296192
10.051   5.15243458e+33   1.26723786   3.08432815e+14   -0.619093951   1.59326829   0.18091085   0   556.041952   0   717.664842   0.0087966613   0.170696636   974.148414
10.056   5.10963326e+33   1.26822137   3.07579901e+14   -0.61918796   1.59353159   0.180419632   0   556.647397   0   718.14248   0.00876930801   0.170247836   974.000729
10.061   5.06697061e+33   1.26920304   3.067254e+14   -0.619281958   1.59379333   0.179927423   0   557.255405   0   718.62169   0.00874189104   0.169798108   973.853136
10.066   5.02444696e+33   1.27018285   3.05869056e+14   -0.619375945   1.59405352   0.179434076   0   557.866173   0   719.10262   0.00871440125   0.169347315   973.705633
10.071   4.98206266e+33   1.27116078   3.05010618e+14   -0.619469921   1.59431213   0.178939445   0   558.479893   0   719.585417   0.00868682967   0.168895327   973.558218
10.076   4.93981807e+33   1.27213682   3.04149842e+14   -0.619563885   1.59456916   0.178443391   0   559.096755   0   720.070223   0.00865916754   0.168442015   973.41089
10.081   4.89771352e+33   1.27311096   3.0328649e+14   -0.619657837   1.59482461   0.177945777   0   559.716949   0   720.557179   0.00863140625   0.167987251   973.263649
10.086   4.85574933e+33   1.27408318   3.02420329e+14   -0.619751777   1.59507845   0.177446467   0   560.34066   0   721.046424   0.00860353735   0.167530914   973.116491
10.091   4.81392587e+33   1.27505347   3.01551132e+14   -0.619845705   1.59533069   0.176945331   0   560.968071   0   721.538093   0.00857555256   0.167072882   972.969416
10.096   4.77224348e+33   1.27602183   3.0067868e+14   -0.619939621   1.5955813   0.176442243   0   561.599363   0   722.032319   0.00854744379   0.16661304   972.822421
10.101   4.73070247e+33   1.27698822   2.99802756e+14   -0.620033524   1.5958303   0.175937076   0   562.234714   0   722.529232   0.00851920307   0.166151272   972.675506
10.106   4.68930319e+33   1.27795265   2.98923152e+14   -0.620127414   1.59607766   0.175429711   0   562.8743   0   723.028962   0.00849082261   0.165687467   972.528668
10.111   4.64804598e+33   1.27891509   2.98039663e+14   -0.620221291   1.59632337   0.17492003   0   563.518295   0   723.531634   0.0084622948   0.165221518   972.381905
10.116   4.60693117e+33   1.27987554   2.97152093e+14   -0.620315155   1.59656743   0.174407918   0   564.16687   0   724.03737   0.00843361214   0.164753319   972.235215
10.121   4.56595909e+33   1.28083397   2.96260249e+14   -0.620409006   1.59680983   0.173893264   0   564.820193   0   724.546291   0.00840476732   0.164282767   972.088597
10.126   4.52513005e+33   1.28179039   2.95363944e+14   -0.620502842   1.59705056   0.17337596   0   565.478431   0   725.058516   0.00837575316   0.163809763   971.942046
10.131   4.4844444e+33   1.28274477   2.94462997e+14   -0.620596665   1.59728961   0.172855901   0   566.141747   0   725.574159   0.00834656265   0.16333421   971.795563
10.136   4.44390245e+33   1.28369709   2.93557233e+14   -0.620690474   1.59752697   0.172332985   0   566.810302   0   726.093335   0.0083171889   0.162856014   971.649143
10.141   4.40350452e+33   1.28464736   2.92646482e+14   -0.620784268   1.59776263   0.171807113   0   567.484256   0   726.616153   0.00828762519   0.162375085   971.502783
10.146   4.36325094e+33   1.28559554   2.91730581e+14   -0.620878048   1.59799659   0.171278191   0   568.163764   0   727.142721   0.00825786495   0.161891333   971.356483
10.151   4.32314202e+33   1.28654164   2.90809368e+14   -0.620971814   1.59822883   0.170746125   0   568.84898   0   727.673145   0.00822790172   0.161404674   971.210237
10.156   4.28317806e+33   1.28748563   2.89882692e+14   -0.621065564   1.59845934   0.170210827   0   569.540057   0   728.207528   0.00819772921   0.160915025   971.064043
10.161   4.24335938e+33   1.28842751   2.88950404e+14   -0.621159299   1.59868812   0.16967221   0   570.237144   0   728.745972   0.00816734127   0.160422306   970.917898
10.166   4.2036863e+33   1.28936726   2.88012361e+14   -0.621253018   1.59891516   0.169130192   0   570.940387   0   729.288573   0.00813673188   0.15992644   970.771798
10.171   4.1641591e+33   1.29030486   2.87068426e+14   -0.621346722   1.59914045   0.168584691   0   571.649931   0   729.835428   0.00810589516   0.159427352   970.62574
10.176   4.12477809e+33   1.2912403   2.86118465e+14   -0.62144041   1.59936399   0.168035631   0   572.365918   0   730.38663   0.00807482535   0.158924971   970.479719
10.181   4.08554357e+33   1.29217358   2.85162354e+14   -0.621534083   1.59958575   0.167482938   0   573.088488   0   730.94227   0.00804351688   0.158419229   970.333732
10.186   4.04645583e+33   1.29310467   2.84199968e+14   -0.621627738   1.59980573   0.166926541   0   573.817778   0   731.502436   0.00801196424   0.157910058   970.187774
10.191   4.00751515e+33   1.29403356   2.83231192e+14   -0.621721378   1.60002394   0.166366371   0   574.553924   0   732.067215   0.00798016212   0.157397395   970.041841
10.196   3.96872182e+33   1.29496025   2.82255913e+14   -0.621815   1.60024034   0.165802363   0   575.297058   0   732.63669   0.0079481053   0.156881179   969.895928
10.201   3.93007613e+33   1.29588471   2.81274026e+14   -0.621908606   1.60045495   0.165234455   0   576.047311   0   733.210941   0.00791578871   0.156361351   969.75003
10.206   3.89157834e+33   1.29680694   2.80285427e+14   -0.622002194   1.60066775   0.164662587   0   576.804811   0   733.790049   0.00788320741   0.155837856   969.604142
10.211   3.85322874e+33   1.29772692   2.79290021e+14   -0.622095765   1.60087872   0.164086702   0   577.569685   0   734.37409   0.00785035659   0.155310641   969.458257
10.216   3.81502758e+33   1.29864463   2.78287716e+14   -0.622189318   1.60108787   0.163506747   0   578.342055   0   734.963137   0.00781723158   0.154779654   969.312371
10.221   3.77697512e+33   1.29956008   2.77278425e+14   -0.622282854   1.60129519   0.162922671   0   579.122044   0   735.557262   0.00778382782   0.154244847   969.166478
10.226   3.73907163e+33   1.30047323   2.76262064e+14   -0.622376371   1.60150066   0.162334426   0   579.909771   0   736.156535   0.0077501409   0.153706175   969.02057
10.231   3.70131733e+33   1.30138409   2.75238557e+14   -0.62246987   1.60170428   0.161741965   0   580.705354   0   736.761024   0.00771616651   0.153163595   968.874642
10.236   3.66371248e+33   1.30229263   2.74207831e+14   -0.622563351   1.60190604   0.161145245   0   581.508907   0   737.370792   0.00768190049   0.152617064   968.728685
10.241   3.62625736e+33   1.30319885   2.73169818e+14   -0.622656812   1.60210594   0.160544229   0   582.320542   0   737.985902   0.00764733886   0.152066546   968.582694
10.246   3.58895218e+33   1.30410273   2.7212452e+14   -0.622750255   1.60230396   0.159938915   0   583.140319   0   738.606376   0.00761248037   0.15151204   968.436661
10.251   3.55179722e+33   1.30500427   2.71079494e+14   -0.622843679   1.60250009   0.159333656   0   583.962345   0   739.227816   0.00757762789   0.150957569   968.290725
10.256   3.51479301e+33   1.30590343   2.70039499e+14   -0.622937083   1.60269433   0.158731196   0   584.782869   0   739.847432   0.00754297291   0.150405669   968.144981
10.261   3.47794012e+33   1.3068002   2.69003944e+14   -0.623030467   1.60288666   0.158131195   0   585.602339   0   740.465552   0.00750849186   0.149856021   967.999422
10.266   3.44123906e+33   1.30769455   2.6797225e+14   -0.623123831   1.60307707   0.15753332   0   586.421198   0   741.082502   0.00747416184   0.149308315   967.854044
10.271   3.4046904e+33   1.30858648   2.66943855e+14   -0.623217175   1.60326553   0.156937247   0   587.239881   0   741.6986   0.00743996064   0.148762249   967.70884
10.276   3.36829471e+33   1.30947596   2.65918211e+14   -0.623310499   1.60345205   0.156342662   0   588.058817   0   742.314159   0.0074058667   0.148217528   967.563806
10.281   3.33205254e+33   1.31036296   2.64894783e+14   -0.623403802   1.6036366   0.155749256   0   588.878429   0   742.929485   0.00737185907   0.147673866   967.418937
10.286   3.29596446e+33   1.31124746   2.63873054e+14   -0.623497085   1.60381917   0.15515673   0   589.699133   0   743.544877   0.00733791743   0.147130981   967.27423
10.291   3.26003105e+33   1.31212945   2.62852517e+14   -0.623590346   1.60399975   0.154564794   0   590.521337   0   744.160629   0.007304022   0.146588604   967.129681
10.296   3.22425284e+33   1.3130089   2.61832683e+14   -0.623683585   1.60417832   0.153973164   0   591.345443   0   744.777028   0.00727015357   0.146046468   966.985285
10.301   3.18863044e+33   1.3138858   2.60813076e+14   -0.623776804   1.60435487   0.153381566   0   592.171848   0   745.394354   0.0072362935   0.145504318   966.841039
10.306   3.15316439e+33   1.31476011   2.59793234e+14   -0.62387   1.60452938   0.152789732   0   593.00094   0   746.012881   0.00720242367   0.144961902   966.69694
10.311   3.11785527e+33   1.31563182   2.58772708e+14   -0.623963174   1.60470184   0.152197405   0   593.8331   0   746.632877   0.00716852644   0.14441898   966.552984
10.316   3.08270366e+33   1.31650091   2.57751067e+14   -0.624056326   1.60487224   0.151604333   0   594.668703   0   747.2546   0.00713458473   0.143875316   966.409167
10.321   3.04771011e+33   1.31736735   2.56727889e+14   -0.624149455   1.60504056   0.151010273   0   595.508116   0   747.878306   0.00710058188   0.143330681   966.265487
10.326   3.01287521e+33   1.31823113   2.5570277e+14   -0.624242561   1.60520678   0.150414992   0   596.351699   0   748.504242   0.00706650176   0.142784857   966.121939
10.331   2.97819954e+33   1.31909222   2.54675317e+14   -0.624335645   1.6053709   0.14981826   0   597.199807   0   749.132646   0.00703232868   0.142237627   965.97852
10.336   2.94368366e+33   1.31995059   2.53645152e+14   -0.624428704   1.60553289   0.149219861   0   598.052785   0   749.763754   0.00699804739   0.141688788   965.835226
